name,ftype,tier,lat,lon
Sir Ms General Hospital,General Hospital,Tier3 provincial hospital,12.012783,8.584149
Sumaila General Hospital,General Hospital,Tier3 provincial hospital,11.54065,8.95677
Tiga General Hospital,General Hospital,Tier3 provincial hospital,11.66765,8.261218
Tofa Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,12.062194,8.27137
Tsanyawa Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,12.3,7.9832
Tudun Wada Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,11.251547,8.399374
Wudil General Hospital,General Hospital,Tier3 provincial hospital,11.80928,8.84336
Zakirai Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,12.104664,8.885086
Baba Ruga General Hospital,General Hospital,Tier3 provincial hospital,12.95648,7.56456
Babban Mutum Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,12.82081,8.99077
Badole Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,12.39421,7.44498
"Bakori ""B"" Comprehensive Health Centre",Comprehensive Health Centre,Tier3 provincial hospital,11.559722,7.427264
Batsari General Hospital,General Hospital,Tier3 provincial hospital,12.85415,7.2009
Baure General Hospital,General Hospital,Tier3 provincial hospital,12.840067,8.740265
Bindawa Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,12.672806,7.813933
Charanchi Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,12.67086,7.73193
D/Ma General Hospital,General Hospital,Tier3 provincial hospital,12.454677,7.497792
Dandume Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,11.462933,7.144464
Daudawa Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,11.62906,7.15635
Daura Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,13.035432,8.30968
Daura General Hospital,General Hospital,Tier3 provincial hospital,13.035431,8.30968
Dayi Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,11.965693,7.689715
Dutsi Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,12.82544,8.14292
Dutsin-Ma Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,12.45167,7.49804
Faskari Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,11.70341,7.16196
Fta General Hospital,General Hospital,Tier3 provincial hospital,11.534425,7.316334
Gallu MCHC Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,13.13995,8.09387
Ingawa General Hospital,General Hospital,Tier3 provincial hospital,12.63968,8.05027
Jani Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,12.83025,7.80849
Jibia General Hospital,General Hospital,Tier3 provincial hospital,13.104043,7.231063
Kaita Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,13.089051,7.737728
Kankara General Hospital,General Hospital,Tier3 provincial hospital,11.929587999999999,7.411264
Katsina General Hospital,General Hospital,Tier3 provincial hospital,13.00011,7.60171
Knk General Hospital,General Hospital,Tier3 provincial hospital,12.54915,7.84306
Kurfi General Hospital,General Hospital,Tier3 provincial hospital,12.66591,7.48711
Kusada Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,12.457662,7.970653
Magama Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,13.106261,7.266214
Mai'Adua Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,13.148985,8.22905
Makera Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,11.53621,7.300885
Mani General Hospital,General Hospital,Tier3 provincial hospital,12.861718999999999,7.878508
Mashi Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,13.04214,7.97384
Mlf General Hospital,General Hospital,Tier3 provincial hospital,11.80484,7.62068
Msw General Hospital,General Hospital,Tier3 provincial hospital,12.1372,7.66856
Rimaye Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,12.546386,7.824841
Rimi General Hospital,General Hospital,Tier3 provincial hospital,12.84649,7.700473
Ruwan Godiya Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,11.67453,6.23543
Sabuwa Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,11.172373,7.129639
Safana Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,12.40622,7.41106
Sandamu Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,12.962412,8.359247
Zango Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,13.053042999999999,8.474195
Aliero General Hospital,General Hospital,Tier3 provincial hospital,12.294564,4.468149
Argungu General Hospital,General Hospital,Tier3 provincial hospital,12.735501,4.527177
Argungu Town Hospital,Hospital,Tier3 provincial hospital,12.74334,4.52687
Bunza General Hospital,General Hospital,Tier3 provincial hospital,12.07910469,4.00222134
Fada General Hospital,General Hospital,Tier3 provincial hospital,11.243222,5.46984
Jega General Hospital,General Hospital,Tier3 provincial hospital,12.229534,4.374258
K/Magaji General Hospital,General Hospital,Tier3 provincial hospital,11.427068,4.516599
Maikaho General Hospital,General Hospital,Tier3 provincial hospital,10.56857,4.70205
Maiyama General Hospital,General Hospital,Tier3 provincial hospital,12.0833,4.3666
Senchi General Hospital,General Hospital,Tier3 provincial hospital,11.36567,5.21513
Sir Yahaya Memorial Hospital,Hospital,Tier3 provincial hospital,12.4530774212384,4.21932935714721
Wara General Hospital,General Hospital,Tier3 provincial hospital,10.214919,4.62216
Wasagu General Hospital,General Hospital,Tier3 provincial hospital,11.37354,5.80731
Yelwa North General Hospital,General Hospital,Tier3 provincial hospital,10.83592,4.73902
Zauro General Hospital,General Hospital,Tier3 provincial hospital,12.50104,4.307258
Zuru General Hospital,General Hospital,Tier3 provincial hospital,11.44638,5.28717
Abejukolo-1 General Hospital,General Hospital,Tier3 provincial hospital,7.86731,7.50605
Abocho Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,7.570723,6.989925
Abugi Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,8.564768,6.248707
Adavi Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,7.562971,6.179783
Adogo Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,7.5154,6.67214
Agbaja Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,7.993027,6.635398
Ajaka Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.17599,6.82529
Ankpa General Hospital,General Hospital,Tier3 provincial hospital,7.404127,7.631731
Anyigba Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.51292,7.16673
Anyigba KSU Medical Centre,Hospital,Tier3 provincial hospital,7.5167,7.1332
Asco Hospital,Hospital,Tier3 provincial hospital,7.5742,6.63873
Ayegunle Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.9923,6.0556
Ayere Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.705573,5.970499
Ayetoro General Hospital,General Hospital,Tier3 provincial hospital,7.987285,5.992392
Budon Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,8.238529,6.629224
Eggan Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,8.57247,6.25622
Egume General Hospital,General Hospital,Tier3 provincial hospital,7.474832,7.239605
Ejule Ojebe Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.95,6.83333
Ekirin Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.83191,5.86635
Emewe Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,7.508212,6.932891
Gboloko Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,7.73247,7.0989
Idah General Hospital,General Hospital,Tier3 provincial hospital,7.1,6.7333
Ife Olukotun Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,7.9166,5.7666
Ileteju General Hospital,General Hospital,Tier3 provincial hospital,7.401889,6.225534
Itedoirunda General Hospital,General Hospital,Tier3 provincial hospital,8.26666,5.83333
Iyale General Hospital,General Hospital,Tier3 provincial hospital,7.631526,7.318422
Iyamoye General Hospital,General Hospital,Tier3 provincial hospital,7.78072,5.79758
Iyara Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.841561,5.965552
Jamata Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,8.053552,6.770568
Kabba General Hospital,General Hospital,Tier3 provincial hospital,7.82396,6.08946
Kogi Diagnostic & Reference Hospital,Hospital,Tier3 provincial hospital,7.47922,7.16861
Modanbah Hospital,Hospital,Tier3 provincial hospital,7.5375,6.2405
Nyaba II Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,8.37676,6.83648
Obandege General Hospital,General Hospital,Tier3 provincial hospital,7.61034,6.20554
Obeiba Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.598692,6.157405
Odeke Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.707332,6.797687
Odolu General Hospital,General Hospital,Tier3 provincial hospital,6.98135,7.15682
Ogori General Hospital,General Hospital,Tier3 provincial hospital,7.45043,6.17865
Oguma General Hospital,General Hospital,Tier3 provincial hospital,7.884558,7.06074
Ohono Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,8.01324,6.76514
Okene General Hospital,General Hospital,Tier3 provincial hospital,7.55443,6.23854
Okengwe General Hospital,General Hospital,Tier3 provincial hospital,7.546223,6.196901
Okpo General Hospital,General Hospital,Tier3 provincial hospital,7.20833,7.54998
Onyedega Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.883615,6.676964
Adewole Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,8.487822,4.517704
Afon General Hospital,General Hospital,Tier3 provincial hospital,8.324581,4.533254
Agbamu General Hospital,General Hospital,Tier3 provincial hospital,8.11664115,4.87222532
Agbonda Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,8.13014154,4.92866366
Agunjin Hospital,Hospital,Tier3 provincial hospital,8.4634,4.97225
Aiyedun General Hospital,General Hospital,Tier3 provincial hospital,8.0994,5.14202
Aiyekale Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,8.219888314782608,5.296445
Ajase-Ipo Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,8.253664,4.806289
Ajibola Hospital,Hospital,Tier3 provincial hospital,8.50137,4.5628
Ajikobi Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,8.50293,4.52868
Alabe Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,8.476317,5.130771
Aran-Orin Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,8.08396,5.077204
Araromi-Opin Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,8.06666,5.25
Ayedun Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,8.058123,5.104717
Ballah Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,8.402682,4.416327
Budo Egba Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,8.31667,4.4
David Mercy Jebba Medical Centre,Hospital,Tier3 provincial hospital,9.113241,4.823378
Edidi Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,8.235443,4.942403
Emiloju Jebba Medical Centre,Hospital,Tier3 provincial hospital,9.123538,4.815052
Emmaneul Hospital (Jebba) Hospital,Hospital,Tier3 provincial hospital,9.122351,4.824923
Erin General Hospital,General Hospital,Tier3 provincial hospital,8.094714,4.70328
Eruku Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,8.15,5.41667
Esie Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,8.21667,4.9
Gabu Hospital,Hospital,Tier3 provincial hospital,8.12344,4.81909
Igbonna Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,8.18891,4.6071
Ijomu-Oro Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,8.25,4.9166
Ilesa Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,8.912867,3.419786
Iloffa Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,8.099243,5.141893
Iponrin Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,8.66666,4.88333
Isanlu-Isin General Hospital,General Hospital,Tier3 provincial hospital,8.224726,5.084151
Jebba Hospital,Hospital,Tier3 provincial hospital,9.11911,4.8269
Jokolu Hospital,Hospital,Tier3 provincial hospital,8.67594,4.70982
Kaiama General Hospital,General Hospital,Tier3 provincial hospital,9.602222,3.946318
Kayode Jebba Medical Centre,Hospital,Tier3 provincial hospital,9.106504,4.828227
Lade Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,8.753846999999999,5.616643
Obbo-Aiyegunle Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,8.03333,5.26666
Obbo-Ile Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,8.08333,5.33333
Oke Onigbin Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,8.225092,4.998373
Omu-Aran General Hospital,General Hospital,Tier3 provincial hospital,8.14886,5.0924
Omupo Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,8.273166999999999,4.798864
Ore-Lope Hospital,Hospital,Tier3 provincial hospital,8.53592,4.61949
Oro General Hospital,General Hospital,Tier3 provincial hospital,8.230017,4.897512
Oro-Ago Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,8.3258,5.23099
Patigi General Hospital,General Hospital,Tier3 provincial hospital,8.72076,5.75256
Share General Hospital,General Hospital,Tier3 provincial hospital,8.81671,4.97901
Temitope Hospital,Hospital,Tier3 provincial hospital,8.49595087358729,4.56348896026611
Tsaragi Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,8.832289,4.979006
University of Illorin Teaching Hospital,University Teaching Hospital,Tier4 central hospital,8.537242,4.647356
Above Medical Centre,Hospital,Tier3 provincial hospital,6.542539,3.261134
Agbowa General Hospital,General Hospital,Tier3 provincial hospital,6.63781794,3.71469049
Ajeromi Ifelodun General Hospital,General Hospital,Tier3 provincial hospital,6.61976365332336,3.33106756210327
Alimosho General Hospital,General Hospital,Tier3 provincial hospital,6.600321,3.30046
Amukoko General Hospital,General Hospital,Tier3 provincial hospital,6.46621,3.34269
Apapa General Hospital,General Hospital,Tier3 provincial hospital,6.44,3.364
Badagry General Hospital,General Hospital,Tier3 provincial hospital,6.41384005,2.8970252
Epe General Hospital,General Hospital,Tier3 provincial hospital,6.58640889,3.97060628
Era Mini General Hospital,General Hospital,Tier3 provincial hospital,6.47697325,3.12414418
Gbagada General Hospital,General Hospital,Tier3 provincial hospital,6.55213071,3.38779603
Ibeju Lekki General Hospital,General Hospital,Tier3 provincial hospital,6.4545,3.94318
Ifako General Hospital,General Hospital,Tier3 provincial hospital,6.645209,3.325689
Ikorodu General Hospital,General Hospital,Tier3 provincial hospital,6.60902791,3.49939151
Ikorodu Hospital,Hospital,Tier3 provincial hospital,6.62413091,3.50300954
Isolo General Hospital,General Hospital,Tier3 provincial hospital,6.52809,3.319482
Ketu General Hospital,General Hospital,Tier3 provincial hospital,6.63483,3.88052
Lagos General Hospital,General Hospital,Tier3 provincial hospital,6.4542,3.38309
Lagos State University Teaching Hospital,University Teaching Hospital,Tier4 central hospital,6.591014,3.34052
Lagos University Teaching Hospital Luth,University Teaching Hospital,Tier4 central hospital,6.520351,3.353861
Mushin General Hospital,General Hospital,Tier3 provincial hospital,6.531389,3.346277
Naf Hospital,Hospital,Tier3 provincial hospital,6.58246,3.34067
Orile- Agege General Hospital,General Hospital,Tier3 provincial hospital,6.61426,3.32437
Somolu General Hospital,General Hospital,Tier3 provincial hospital,6.5393,3.37908
Surulere General Hospital,General Hospital,Tier3 provincial hospital,6.50677268130068,3.35917174816131
Agbashi General Hospital,General Hospital,Tier3 provincial hospital,8.016904,8.118837
Akiri Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,8.38333,9.33333
Akwanga General Hospital,General Hospital,Tier3 provincial hospital,8.914487999999999,8.387563
Arigya Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,8.545055,8.535489
Assakio Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,8.6,8.85
Awe General Hospital,General Hospital,Tier3 provincial hospital,8.110061,9.144139
Bad Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,8.6032,8.37173
Doma General Hospital,General Hospital,Tier3 provincial hospital,8.391421,8.355194
Garaku General Hospital,General Hospital,Tier3 provincial hospital,8.83333,8.11666
Keana General Hospital,General Hospital,Tier3 provincial hospital,8.152011,8.800827
Keffi General Hospital,General Hospital,Tier3 provincial hospital,8.84784225384061,7.88475036621093
M/Gurku Medical Centre,Hospital,Tier3 provincial hospital,9.10351,7.61316
M/Udege General Hospital,General Hospital,Tier3 provincial hospital,8.42055,7.90736
Nasarawa General Hospital,General Hospital,Tier3 provincial hospital,8.5294,7.7241
Nassarawa Eggon General Hospital,General Hospital,Tier3 provincial hospital,8.710855,8.527268
Obi General Hospital,General Hospital,Tier3 provincial hospital,8.37161,8.770441
Panda General Hospital,General Hospital,Tier3 provincial hospital,9.265697000000001,7.837021
Ribi Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,8.365901999999998,9.122032
Toto General Hospital,General Hospital,Tier3 provincial hospital,8.384758,7.075807
Uke General Hospital,General Hospital,Tier3 provincial hospital,8.896147,7.711346
Umaish Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,8.008343,7.186393
Wuse Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,8.373411,9.31256
Auna Rural Hospital,Rural Hospital,Tier3 provincial hospital,10.1897,4.7232
Bangi General Hospital,General Hospital,Tier3 provincial hospital,10.82974,5.81966
Batako Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,9.27936,6.083239
Bataworo Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,9.41655,5.93047
Bidafu Cikar Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,9.498553,6.083572
Bidafu Tako Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,9.508187,6.081155
Bissanti Capital Hospital,Hospital,Tier3 provincial hospital,9.32825,6.21227
Bussa General Hospital.,General Hospital,Tier3 provincial hospital,9.87433138,4.50081438
Busu Rural Hospital,Rural Hospital,Tier3 provincial hospital,8.91809,6.04111
Edotsu Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,9.48567,6.17316
Ekosa Rural Hospital,Rural Hospital,Tier3 provincial hospital,9.011155,6.314526
Emi-Maru Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,9.47874,6.03227
Emitsowa Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,9.323075,6.073933
Evuntagi Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,9.513146,6.176596
Fuka NN Hospital,Hospital,Tier3 provincial hospital,9.6483,6.93974
Gara Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,9.223929,6.081491
Gbangatsofo Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,9.40982,6.12792
Gbangba Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,9.409775,6.127941
Gogata Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,9.15,6.11666
Gududzuru Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,9.495605,6.121246
Jaba Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,9.441879988,5.993084908
Kagara General Hospital,General Hospital,Tier3 provincial hospital,10.191746,6.258194
Kantagora General Hospital,General Hospital,Tier3 provincial hospital,10.40137,5.47051
Kolobu Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,9.47523,6.1414
Komu Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,9.161768,6.112377
Kowangi Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,9.422842,6.116874
Kunkele Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,9.316422,6.036794
Kutigi Kutigi General Hospital,General Hospital,Tier3 provincial hospital,9.199031,5.595879
Lapai Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,9.0481,6.57814
Lapai Rural Hospital,Rural Hospital,Tier3 provincial hospital,9.043388,6.578742
Legbodzukun Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,9.48333,6.05
Lemu Rural Hospital,Rural Hospital,Tier3 provincial hospital,9.4,6.03333
Malagi Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,9.55,6.1
Mammagi Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,9.31666,6.1
Minna Central General Hospital,General Hospital,Tier3 provincial hospital,9.61302,6.54424
Mokwa General Hospital,General Hospital,Tier3 provincial hospital,9.291955,5.058061
N/Somman Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,9.466533,6.121251
Ndako Gana Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,9.437567,6.08354
Ndalada Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,9.361162,6.099043
Nepa Hospital,Hospital,Tier3 provincial hospital,9.173486,4.806184
Nepa Hospital Shiroro,Hospital,Tier3 provincial hospital,9.74806,6.81584
Nuwankota Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,9.35,6.11666
Rural Hospital,Rural Hospital,Tier3 provincial hospital,9.869329,6.709877
S/Pawa Rural Hospital,Rural Hospital,Tier3 provincial hospital,10.02971,7.1115
Sabon Wuse General Hospital,General Hospital,Tier3 provincial hospital,9.29985,7.2331
Shabalegbo Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,9.43333,6.06666
Sommajigi Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,9.497906,5.956044
Sommajiko Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,9.47546,6.140301
Suleja General Hospital,General Hospital,Tier3 provincial hospital,9.184967,7.176706
Swasun Gabi Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,9.39756453,5.990257859
T/Magajiya General Hospital,General Hospital,Tier3 provincial hospital,11.174062,5.276183
Tiwugi Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,9.488934,6.129575
Toroko Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,9.497927,6.027165
Tugunguna Rural Hospital,Rural Hospital,Tier3 provincial hospital,10.356317,6.10514
U/Sanda Ri Hospital,Hospital,Tier3 provincial hospital,9.09655,6.0244
Umaru Ma'Ajigi II General Hospital,General Hospital,Tier3 provincial hospital,9.07574,6.01326
Wasagi Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,9.47034,6.14224
Wushishi Rural Hospital,Rural Hospital,Tier3 provincial hospital,9.43776,6.0475
Zungeru Comprehesive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,9.47867,6.09111
Afuwape Hospital,Hospital,Tier3 provincial hospital,7.141797,3.348616
Ahmadia Hospital,Hospital,Tier3 provincial hospital,6.8309,3.9242
Ala-Idowa General Hospital,General Hospital,Tier3 provincial hospital,6.76967,3.87061
Atan General Hospital,General Hospital,Tier3 provincial hospital,6.89157,4.00472
Ayepe General Hospital,General Hospital,Tier3 provincial hospital,6.80401,3.73815
Bode Lemo General Hospital,General Hospital,Tier3 provincial hospital,6.740407,3.667489
Iberekodo V General Hospital,General Hospital,Tier3 provincial hospital,7.2102,3.33851
Ibiade General Hospital,General Hospital,Tier3 provincial hospital,6.53648,4.340663
Idiroko General Hospital,General Hospital,Tier3 provincial hospital,6.64318,2.7488
Ifo General Hospital,General Hospital,Tier3 provincial hospital,6.83321,3.19208
Igbokofi Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.146803,2.771662
Ijebu - Igbo General Hospital,General Hospital,Tier3 provincial hospital,6.99052,3.99971
Ikenne II Community Hospital,Hospital,Tier3 provincial hospital,6.873252,3.712547
Ikenne II General Hospital,General Hospital,Tier3 provincial hospital,6.873253,3.712547
Ikereku II Ward 16 Community Hospital,Hospital,Tier3 provincial hospital,7.09829,3.16302
Ilisan I Community Hospital,Hospital,Tier3 provincial hospital,6.89779,3.7074
Imeko General Hospital,General Hospital,Tier3 provincial hospital,7.45627,2.83289
Iperu General Hospital,General Hospital,Tier3 provincial hospital,6.92467,3.66182
Ipokia General Hospital,General Hospital,Tier3 provincial hospital,6.51763,2.84636
Isara I General Hospital,General Hospital,Tier3 provincial hospital,7.0025,3.68549
ItoriGeneral Hospital,General Hospital,Tier3 provincial hospital,6.93342,3.2199
Iwopin Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,6.503512,4.209519
Odeda General Hospital,General Hospital,Tier3 provincial hospital,7.235506,3.526547
Ogbere General Hospital,General Hospital,Tier3 provincial hospital,6.740802,4.158378
Olabisi Onabanjo University Teaching Hospital,University Teaching Hospital,Tier4 central hospital,6.85089787731335,3.65312576293945
Olukoye Community Memorial Hospital,Hospital,Tier3 provincial hospital,7.17191,3.3618
Olumayowa Memorial Hospital,Hospital,Tier3 provincial hospital,6.779389,4.197061
Omu General Hospital,General Hospital,Tier3 provincial hospital,6.68589,3.8627
Owode General Hospital,General Hospital,Tier3 provincial hospital,6.94185,3.50995
Saala General Hospital,General Hospital,Tier3 provincial hospital,7.238726,3.016812
State Hospital,State Hospital,Tier4 central hospital,6.987661,3.679819
State Hospital,State Hospital,Tier4 central hospital,7.15146,3.35271
State Hospital Ijebu-Ode,State Hospital,Tier4 central hospital,6.8137810000000005,3.92584
Abetobo Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,6.1545,4.7203
Ajue Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,6.89542,4.85599
Akunnu Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.62632,5.94018
Akure Hospital,Hospital,Tier3 provincial hospital,7.24168,5.1945
Arakale Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.2513,5.19341
Araromi Obu Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,6.6,4.4999
Arogbo Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,6.26002,4.99669
Bolorunduro General Hospital,General Hospital,Tier3 provincial hospital,6.97215,4.68571
Emure-Ile Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.2696,5.4659
Epe Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.16667,4.78333
Fagbo Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.101749,4.972461
Idanre General Hospital,General Hospital,Tier3 provincial hospital,7.10879,5.11503
Idoani General Hospital,General Hospital,Tier3 provincial hospital,7.292306,5.844806
Ifon Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,6.930041,5.778492
Igbara-Oke General Hospital,General Hospital,Tier3 provincial hospital,7.410931,5.0615
Igbekebo General Hospital,General Hospital,Tier3 provincial hospital,6.35457,4.8627
Igbokoda General Hospital,General Hospital,Tier3 provincial hospital,6.34964,4.80325
Igbotako Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,6.57406,4.63793
Igunsin Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,6.95739,4.85601
Ijare Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.362115,5.181927
Ijuodo Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,6.5458,4.9138
Ilara Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.35067,5.11333
